SEX,AGE,HCOVANY,EDUC,EMPSTAT,FTOTINC,VETSTAT,pov,BLACK
Female,52,With health insurance coverage,High school,Employed,74000,Not a veteran,0,0
Female,46,With health insurance coverage,4+ years of college,Employed,60000,Not a veteran,0,0
Male,26,With health insurance coverage,4+ years of college,Employed,42000,Not a veteran,0,0
Male,24,With health insurance coverage,4+ years of college,Employed,158980,Not a veteran,0,0
Male,71,With health insurance coverage,High school,Not in labor force,71800,Not a veteran,0,0
Male,75,With health insurance coverage,High school,Not in labor force,40400,Not a veteran,0,0
Female,42,With health insurance coverage,4+ years of college,Employed,84000,Not a veteran,0,0
Female,56,With health insurance coverage,Some college,Not in labor force,108200,Not a veteran,0,0
Female,67,With health insurance coverage,High school,Not in labor force,17300,Not a veteran,0,0
Male,33,With health insurance coverage,Some college,Employed,22000,Not a veteran,1,0
Female,62,With health insurance coverage,4+ years of college,Employed,25800,Not a veteran,0,1
Male,49,With health insurance coverage,Some college,Employed,86340,Not a veteran,0,0
Female,47,With health insurance coverage,4+ years of college,Employed,185000,Not a veteran,0,1
Male,50,With health insurance coverage,4+ years of college,Not in labor force,4000,Veteran,1,0
Female,56,With health insurance coverage,4+ years of college,Not in labor force,114800,Not a veteran,0,0
Male,71,With health insurance coverage,4+ years of college,Not in labor force,93300,Not a veteran,0,0
Male,40,With health insurance coverage,4+ years of college,Employed,95000,Not a veteran,0,0
Male,35,With health insurance coverage,Some college,Employed,67560,Not a veteran,0,0
Female,63,With health insurance coverage,Some college,Not in labor force,23610,Not a veteran,0,0
Female,22,With health insurance coverage,4+ years of college,Employed,8000,Not a veteran,1,0
Female,34,With health insurance coverage,Some college,Employed,85800,Not a veteran,0,0
Female,71,With health insurance coverage,Some college,Not in labor force,82800,Not a veteran,0,0
Male,90,With health insurance coverage,Some college,Not in labor force,42000,Veteran,0,0
Male,68,With health insurance coverage,High school,Not in labor force,67600,Not a veteran,0,0
Female,39,With health insurance coverage,Some college,Employed,115500,Not a veteran,0,0
Male,60,With health insurance coverage,4+ years of college,Employed,68000,Not a veteran,0,0
Male,62,With health insurance coverage,4+ years of college,Not in labor force,53000,Not a veteran,0,0
Female,29,With health insurance coverage,4+ years of college,Employed,44800,Not a veteran,0,0
Female,83,With health insurance coverage,High school,Not in labor force,93460,Not a veteran,0,0
Female,74,With health insurance coverage,Some college,Not in labor force,12000,Not a veteran,1,0
Female,27,With health insurance coverage,4+ years of college,Employed,95400,Not a veteran,0,0
Female,47,With health insurance coverage,High school,Employed,170000,Not a veteran,0,0
Female,44,With health insurance coverage,4+ years of college,Not in labor force,190600,Not a veteran,0,0
Male,57,With health insurance coverage,High school,Employed,75840,Not a veteran,0,0
Female,89,With health insurance coverage,4+ years of college,Not in labor force,83300,Not a veteran,0,0
Female,37,With health insurance coverage,Some college,Employed,7000,Not a veteran,1,0
Male,60,With health insurance coverage,High school,Not in labor force,66000,Not a veteran,0,0
Female,75,With health insurance coverage,High school,Employed,69700,Not a veteran,0,0
Female,60,With health insurance coverage,High school,Not in labor force,110930,Not a veteran,0,0
Female,70,With health insurance coverage,High school,Not in labor force,33200,Not a veteran,0,0
Female,36,With health insurance coverage,4+ years of college,Employed,250000,Not a veteran,0,0
Female,65,With health insurance coverage,High school,Not in labor force,33000,Not a veteran,0,0
Male,32,With health insurance coverage,High school,Employed,100000,Not a veteran,0,1
Male,60,With health insurance coverage,4+ years of college,Employed,141000,Not a veteran,0,0
Female,85,With health insurance coverage,Some college,Not in labor force,25000,Not a veteran,0,0
Female,76,With health insurance coverage,High school,Not in labor force,30400,Not a veteran,0,0
Female,37,With health insurance coverage,Some college,Employed,40000,Not a veteran,0,1
Male,61,With health insurance coverage,4+ years of college,Employed,150000,Not a veteran,0,0
Male,21,With health insurance coverage,High school,Employed,42000,Not a veteran,0,0
Male,51,With health insurance coverage,4+ years of college,Employed,449000,Not a veteran,0,0
Male,42,With health insurance coverage,Some high school,Not in labor force,2000,Not a veteran,1,0
Female,77,With health insurance coverage,Some high school,Not in labor force,43000,Not a veteran,0,0
Female,61,With health insurance coverage,4+ years of college,Not in labor force,72200,Not a veteran,0,0
Female,40,With health insurance coverage,4+ years of college,Employed,161000,Not a veteran,0,0
Male,25,With health insurance coverage,High school,Employed,10000,Not a veteran,1,0
Male,58,With health insurance coverage,High school,Employed,30000,Not a veteran,0,0
Female,41,With health insurance coverage,Some college,Employed,65000,Not a veteran,0,0
Male,79,With health insurance coverage,High school,Not in labor force,54000,Veteran,0,0
Male,63,With health insurance coverage,Some college,Not in labor force,52000,Not a veteran,0,0
Male,66,With health insurance coverage,Some college,Employed,223400,Not a veteran,0,0
Male,73,With health insurance coverage,Some college,Not in labor force,13200,Not a veteran,1,0
Female,57,With health insurance coverage,Some college,Not in labor force,226000,Not a veteran,0,0
Female,75,With health insurance coverage,4+ years of college,Not in labor force,41000,Veteran,0,0
Female,63,With health insurance coverage,Some college,Employed,40000,Not a veteran,0,0
Male,81,With health insurance coverage,High school,Not in labor force,93200,Not a veteran,0,0
Female,53,With health insurance coverage,Some college,Employed,171730,Not a veteran,0,0
Female,87,With health insurance coverage,4+ years of college,Not in labor force,365300,Not a veteran,0,0
Male,76,With health insurance coverage,High school,Not in labor force,28800,Veteran,0,0
Female,51,With health insurance coverage,4+ years of college,Employed,304000,Not a veteran,0,0
Female,61,With health insurance coverage,Some college,Employed,557000,Not a veteran,0,0
Male,66,With health insurance coverage,4+ years of college,Not in labor force,241000,Not a veteran,0,0
Female,58,With health insurance coverage,Some college,Employed,45000,Not a veteran,0,1
Male,50,With health insurance coverage,Some college,Employed,75000,Not a veteran,0,1
Female,60,With health insurance coverage,4+ years of college,Not in labor force,178700,Not a veteran,0,0
Male,82,With health insurance coverage,4+ years of college,Not in labor force,25200,Not a veteran,0,0
Male,58,With health insurance coverage,4+ years of college,Employed,241000,Not a veteran,0,0
Female,42,With health insurance coverage,Some college,Employed,68000,Not a veteran,0,0
Female,79,With health insurance coverage,Some college,Not in labor force,31300,Not a veteran,0,0
Female,56,With health insurance coverage,High school,Not in labor force,12000,Not a veteran,1,0
Male,63,With health insurance coverage,High school,Employed,114000,Not a veteran,0,1
Male,54,With health insurance coverage,4+ years of college,Employed,24000,Not a veteran,0,0
Female,71,With health insurance coverage,Some college,Not in labor force,96320,Not a veteran,0,0
Female,51,With health insurance coverage,High school,Employed,43000,Not a veteran,0,0
Female,45,With health insurance coverage,High school,Employed,84000,Not a veteran,0,0
Female,48,With health insurance coverage,4+ years of college,Not in labor force,82600,Not a veteran,0,0
Female,67,With health insurance coverage,High school,Not in labor force,25300,Not a veteran,0,0
Male,55,With health insurance coverage,4+ years of college,Employed,1021000,Not a veteran,0,0
Male,44,With health insurance coverage,4+ years of college,Employed,223800,Not a veteran,0,0
Female,49,With health insurance coverage,Some college,Not in labor force,54000,Not a veteran,0,0
Male,70,With health insurance coverage,4+ years of college,Employed,368924,Not a veteran,0,0
Female,28,With health insurance coverage,4+ years of college,Not in labor force,43000,Not a veteran,0,0
Male,59,With health insurance coverage,Some college,Employed,17600,Veteran,0,0
Male,72,With health insurance coverage,Some college,Not in labor force,65800,Not a veteran,0,0
Male,82,With health insurance coverage,High school,Not in labor force,22900,Not a veteran,0,0
Female,55,With health insurance coverage,High school,Employed,4200,Not a veteran,1,0
Female,25,With health insurance coverage,4+ years of college,Employed,141020,Not a veteran,0,0
Male,59,With health insurance coverage,4+ years of college,Employed,161400,Not a veteran,0,0
Male,32,With health insurance coverage,Some college,Employed,28000,Not a veteran,0,0
Male,41,With health insurance coverage,4+ years of college,Employed,229500,Not a veteran,0,0
Female,78,With health insurance coverage,High school,Not in labor force,65300,Not a veteran,0,0
Female,58,With health insurance coverage,High school,Employed,71000,Not a veteran,0,0
Female,48,With health insurance coverage,High school,Employed,52200,Not a veteran,0,0
Female,35,With health insurance coverage,Some college,Employed,136000,Not a veteran,0,0
Male,55,No health insurance coverage,Less than high school,Employed,359000,Not a veteran,0,0
Female,53,With health insurance coverage,High school,Employed,50000,Not a veteran,0,0
Female,38,With health insurance coverage,High school,Employed,147050,Not a veteran,0,0
Female,52,With health insurance coverage,High school,Employed,98000,Not a veteran,0,0
Male,64,With health insurance coverage,High school,Not in labor force,62500,Not a veteran,0,0
Male,25,With health insurance coverage,4+ years of college,Employed,55000,Not a veteran,0,0
Male,81,With health insurance coverage,4+ years of college,Not in labor force,64000,Not a veteran,0,0
Female,50,No health insurance coverage,High school,Employed,5800,Not a veteran,1,1
Male,54,With health insurance coverage,Some college,Employed,105000,Not a veteran,0,0
Male,67,With health insurance coverage,4+ years of college,Not in labor force,65700,Not a veteran,0,0
Female,60,With health insurance coverage,Some college,Employed,27000,Not a veteran,0,0
Male,54,With health insurance coverage,High school,Employed,109000,Not a veteran,0,0
Female,26,With health insurance coverage,High school,Employed,36000,Not a veteran,0,0
Male,64,With health insurance coverage,High school,Not in labor force,22000,Not a veteran,0,0
Female,59,With health insurance coverage,High school,Not in labor force,28000,Not a veteran,0,0
Female,56,With health insurance coverage,4+ years of college,Employed,35000,Not a veteran,0,0
